?pmc_id0	?text_0	?pmc_id1	?text_1	?count
27329	Ang(1-7	MESH:C549068	sacubitril	1
27329	Ang(1-7	MESH:D000068756	valsartan	1
27329	Ang(1-7	MESH:D000409	alanine	1
27329	Ang(1-7	MESH:D000450	aldosterone	1
27329	Ang(1-7	MESH:D007455	#NAME?	1
27329	Ang(1-7	MESH:D007930	Leu	1
27329	Ang(1-7	MESH:D010649	Phe	1
27329	Ang(1-7	MESH:D012694	serine	1
27329	Ang(1-7	MESH:D012964	sodium	1
27329	Ang(1-7	MESH:D016686	monocrotaline	1
27344	pen	MESH:D000438	alcohol	1
27344	Pen	MESH:D006861	hydrogen peroxide	1
27344	Pen	MESH:D011206	povidone-iodine	1
2736	THP-1	MESH:D005557	formaldehyde	1
2736	THP-1	MESH:D008070	lipopolysaccharide	1
2736	THP-1	MESH:D011420	beta-propiolactone	1
27387	nsp3	MESH:C018279	sodium phosphate	1
27387	nsp3	MESH:C025614	Sephadex	1
27387	nsp3	MESH:D005947	glucose	1
27387	nsp3	MESH:D008670	metal	1
27387	nsp3	MESH:D012965	NaCl	1
2740	GLP-1 receptor	MESH:D000450	aldosterone	1
2740	Glucagon-like peptide-1 receptor	MESH:D002738	chloroquine	1
2740	GLP-1 receptor	MESH:D004958	estradiol	1
2740	GLP-1 receptor	MESH:D005227	fatty acid	1
2740	GLP-1 receptor	MESH:D010100	oxygen	1
2740	Glucagon-like peptide-1 receptor	MESH:D013453	sulfonylureas	1
2740	GLP-1 receptor	MESH:D014284	T3	1
2745	glutaredoxin	MESH:D013438	Thiol	1
2776	Galphaq	MESH:D006153	GDP	1
2776	Galphaq	MESH:D006160	GTP	1
2796	LHRH	MESH:D013629	tamoxifen	1
28	ABO	MESH:D002738	chloroquine	1
28	ABO	MESH:D005947	Dextrose	1
28	ABO	MESH:D012254	ribavirin	1
28	ABO	MESH:D014867	water	1
28	ABO	MESH:D017963	azithromycin	1
28	ABO	MESH:D019438	ritonavir	1
28	ABO	MESH:D053139	oseltamivir	1
280717	serum albumin	MESH:C003043	paraformaldehyde	1
280717	serum albumin	MESH:D000666	amphotericin B	1
280717	serum albumin	MESH:D002245	CO2	1
280717	serum albumin	MESH:D005839	gentamicin	1
280717	serum albumin	MESH:D006690	Hoechst 33258	1
280717	serum albumin	MESH:D007854	PBS	1
280717	serum albumin	MESH:D010406	penicillin	1
280717	serum albumin	MESH:D013307	streptomycin	1
280717	BSA	MESH:D015080	mercaptoethane sulfonate	1
280717	serum albumin	MESH:D017830	triton X-100	1
2811	GPIbalpha	MESH:D004837	epinephrine	1
2811	GPIbalpha	MESH:D007930	leucine	1
2813	GP2	MESH:D002996	clomifene	1
2813	glycoprotein -2	MESH:D012694	serine	1
281333	mucin	MESH:C025676	9-O-acetyl SA	1
281333	mucin	MESH:D005990	glycerol	1
281333	mucin	MESH:D009584	nitrogen	1
281333	mucin	MESH:D019158	SA	1
28234	OATP1B3	MESH:C037219	quinoline	1
28234	OATP1B3	MESH:D000069454	DRV	1
28234	OATP1B3	MESH:D010093	oxolinic acid	1
28234	OATP1B3	MESH:D014529	uridine	1
28234	OATP1B3	MESH:D019258	saquinavir	1
28234	OATP1B3	MESH:D019438	RTV	1
282616	IL-28A	MESH:D003545	cysteine	1
282616	IFNL2	MESH:D004121	DMSO	1
282616	IL-28A	MESH:D011092	polyethylene glycol	1
282616;282617	IFNL2/3	MESH:C499715	ALV	1
282617	IFNlambda3	MESH:C499715	ALV	1
282617	IL-28B	MESH:D003545	cysteine	1
282617	IFNlambda3	MESH:D004121	DMSO	1
282617	IL-28B	MESH:D011092	polyethylene glycol	1
282617	IFN-lambda4	MESH:D015226	dinucleotide	1
282618	IL-29	MESH:D003545	cysteine	1
282618	IL-29	MESH:D011092	polyethylene glycol	1
282618;282616;282617	IFNlambda1/2/3	MESH:C484027	oligofectamine	1
282618;282616;282617	IFNlambda1/2/3	MESH:D004121	DMSO	1
282618;282617	IFNlambda1/3	MESH:D004121	DMSO	1
28299	L 1.2	MESH:C000606551	Remdesivir	1
28299	L 1.2	MESH:D003404	Creatinine	1
283	Ang	MESH:C009438	tetrandrine	1
283	Ang	MESH:C034532	camostat mesylate	1
283	Ang	MESH:C049347	Fasudil	1
283	Ang	MESH:C052035	trandolapril	1
283	Ang	MESH:D000077340	fluvastatin	1
283	Ang	MESH:D000077583	quinapril	1
283	Ang	MESH:D002117	Calcitriol	1
283	Ang	MESH:D002118	calcium	1
283	Ang	MESH:D002738	chloroquine	1
283	Ang	MESH:D004656	enalapril	1
283	Ang	MESH:D005231	polyunsaturated fatty acid	1
283	Ang	MESH:D005947	glucose	1
283	Ang	MESH:D006886	HCQ	1
283	Ang	MESH:D012492	salt	1
283	Ang	MESH:D013311	STZ	1
283	Ang	MESH:D013438	sulphydryl	1
283	Ang	MESH:D013481	superoxide	1
283	Ang	MESH:D017328	fosinopril	1
283	Ang	MESH:D017706	lisinopril	1
283	Ang	MESH:D020913	perindopril	1
283120	ASM	MESH:D000362	Agar	1
2833	CXCR3	MESH:C558899	lopinavir / ritonavir	1
2833	CXCR3	MESH:D000077266	moxifloxacin	1
2833	CXCR3	MESH:D007854	PBS	1
2833	CXCR3	MESH:D008094	LIS	1
2833	CXCR3	MESH:D008670	metal	1
2833	CXCR3	MESH:D008775	methylprednisolone	1
2833	CXCR3	MESH:D010100	oxygen	1
2833	CXCR3	MESH:D053139	oseltamivir	1
283871	P-gp	MESH:C046243	tryptanthrin	1
283871	Pgp	MESH:D000069439	Dasatinib	1
283871	Pgp	MESH:D000077156	Gefitinib	1
283871	Pgp	MESH:D000577	amide	1
283871	Pgp	MESH:D002110	caffeine	1
283871	Pgp	MESH:D002220	carbamazepine	1
283871	Pgp	MESH:D006859	hydrogen	1
283871	Pgp	MESH:D008874	midazolam	1
283871	P-gp	MESH:D014529	uridine	1
283871	Pgp	MESH:D014867	water	1
283871	P-gp	MESH:D017963	azithromycin	1
283871	P-gp	MESH:D019438	ritonavir	1
283871	P-gp	MESH:D061466	lopinavir	1
284	Ang1	MESH:D001761	Bleomycin	1
284	Ang-1	MESH:D002712	chloride	1
284	Angiopoietin-1	MESH:D003404	creatinine	1
284	Ang-1	MESH:D012964	sodium	1
28420	IGHV3-53	MESH:C041112	Fabs	1
28420	IGHV3-53	MESH:D000577	amide	1
28420	IGHV3-53	MESH:D010100	oxygen	1
28420	IGHV3-53	MESH:D014443	Tyr	1
28420	IGHV3-53	MESH:D014867	water	1
284366	KLK9	MESH:D014807	Vitamin D	1
284424	Huh-7	MESH:C003043	paraformaldehyde	1
284424	Huh-7	MESH:C004500	blasticidin	1
284424	Huh7	MESH:C007293	DAPI	1
284424	Huh-7	MESH:C020243	calcium-phosphate	1
284424	Huh7	MESH:C106791	telithromycin	1
284424	Huh7	MESH:D000068338	Everolimus	1
284424	Huh7	MESH:D000666	Fungizone	1
284424	Huh-7	MESH:D002245	CO2	1
284424	huh7	MESH:D002991	clofazimine	1
284424	Huh-7	MESH:D004492	EDTA	1
284424	Huh7	MESH:D004917	erythromycin	1
284424	Huh7	MESH:D004958	17beta-estradiol	1
284424	Huh-7	MESH:D005562	formazan	1
284424	Huh-7	MESH:D005840	crystal violet	1
284424	Huh7	MESH:D005976	glutaraldehyde	1
284424	Huh7	MESH:D008687	Metformin	1
284424	Huh-7	MESH:D008747	methyl cellulose	1
284424	huh7	MESH:D017334	teicoplanin	1
284424	HUH7	MESH:D017382	ROS	1
28475	IGHJ6	MESH:C041112	Fabs	1
28477	IGHJ4	MESH:C041112	Fabs	1
284;285	angiopoietin-1 and -2	MESH:C514290	trisodium citrate	1
284;285	angiopoietin-1 and -2	MESH:D003404	creatinine	1
284;285	angiopoietin-1 and -2	MESH:D004492	EDTA	1
284;285	angiopoietin-1 and -2	MESH:D006493	heparin	1
284;285;51378;27329	Ang (1-7	MESH:C000606551	Remdesivir	1
284;285;51378;27329	Ang1-7	MESH:C469726	AVE-0991	1
284;285;51378;27329	Ang (1-7	MESH:D000068756	valsartan	1
284;285;51378;27329	Ang1-7	MESH:D000109	acetylcholine	1
284;285;51378;27329	Ang 1-7	MESH:D000255	ATP	1
284;285;51378;27329	Ang 1-7	MESH:D000409	alanine	1
284;285;51378;27329	Ang1-7	MESH:D001761	Bleomycin	1
284;285;51378;27329	ang1-7	MESH:D002245	CO2	1
284;285;51378;27329	Ang-(1-7	MESH:D005231	polyunsaturated fatty acid	1
284;285;51378;27329	Ang- (1-7	MESH:D008070	lipopolysaccharide	1
284;285;51378;27329	ang1-7	MESH:D008712	methicillin	1
284;285;51378;27329	Ang (1-7	MESH:D009538	nicotine	1
284;285;51378;27329	Ang1-7	MESH:D009543	nifedipine	1
284;285;51378;27329	Ang1-9	MESH:D010100	oxygen	1
284;285;51378;27329	Ang-(1-7	MESH:D013481	superoxide	1
284;285;51378;27329	Ang1-9	MESH:D014807	Vitamin D	1
284;285;51378;27329	Ang(1-7	MESH:D016686	monocrotaline	1
284;285;51378;27329	Ang1-7	MESH:D017311	amlodipine	1
284;285;51378;27329	Ang-(1-7	MESH:D017706	lisinopril	1
285	angiopoietin 2	MESH:D000068258	bevacizumab	1
285	Ang-2	MESH:D000450	aldosterone	1
285	angiopoietin 2	MESH:D008094	LIS	1
285	Ang-2	MESH:D008775	methylprednisolone	1
285	Ang-2	MESH:D017706	lisinopril	1
285	Ang-2	MESH:D017963	azithromycin	1
28508	DM2	MESH:D010100	oxygen	1
28514	Delta 1	MESH:C000606551	remdesivir	1
285335	NHE	MESH:D000077205	pioglitazone	1
285335	NHE	MESH:D005947	glucose	1
285335	NHE	MESH:D010100	oxygen	1
285335	NHE	MESH:D010634	luminal	1
285335	NHE	MESH:D014867	water	1
285335	NHE	MESH:D017963	azithromycin	1
286205	SCAI	MESH:C076994	PFO	1
2865	GPR41	MESH:D000085	acetate	1
2865	GPR41	MESH:D002087	butyrate	1
2865	GPR41	MESH:D002264	carboxylic acids	1
2865	GPR41	MESH:D005227	fatty acids	1
2865	GPR41	MESH:D017382	ROS	1
2867	GPR43	MESH:D000085	acetate	1
2867	GPR43	MESH:D002087	butyrate	1
2867	GPR43	MESH:D002264	carboxylic acids	1
2867	GPR43	MESH:D005227	fatty acids	1
2867	GPR43	MESH:D017382	ROS	1
286837	tap	MESH:C000595216	PEG 8000	1
286837	tap	MESH:D005998	glycine	1
2869	GRK5	MESH:D000069285	Ca2+	1
2869	GRK5	MESH:D012694	Ser	1
2869	GRK5	MESH:D013912	Thr	1
2870	GRK6	MESH:C530299	vorapaxar	1
2870	GRK6	MESH:D000069285	Ca2+	1
2870	GRK6	MESH:D000077144	clopidogrel	1
2870	GRK6	MESH:D001241	aspirin	1
2870	GRK6	MESH:D004837	epinephrine	1
2870	GRK6	MESH:D012701	serotonin	1
2870	GRK6	MESH:D013912	Thr	1
2870	GRK6	MESH:D013928	thromboxane A2	1
287362	NLRP3	MESH:D008550	Melatonin	1
287362	NLRP3	MESH:D010126	Ozone	1
2875	alanine aminotransferase	MESH:C086979	arbidol	1
2875	alanine aminotransferase	MESH:C411345	bemiparin	1
2875	alanine aminotransferase	MESH:C477843	bicyclol	1
2875	alanine aminotransferase	MESH:C530477	urea nitrogen	1
2875	alanine aminotransferase	MESH:D000077266	moxifloxacin	1
2875	alanine aminotransferase	MESH:D000077725	piperacillin/tazobactam	1
2875	alanine aminotransferase	MESH:D000078142	tazobactam	1
2875	alanine aminotransferase	MESH:D000111	acetylcysteine	1
2875	Alanine aminotransferase	MESH:D000241	adenosine	1
2875	alanine aminotransferase	MESH:D000438	alcohol	1
2875	alanine aminotransferase	MESH:D001224	aspartate	1
2875	alanine aminotransferase	MESH:D001608	BE	1
2875	alanine aminotransferase	MESH:D001623	betamethasone	1
2875	alanine aminotransferase	MESH:D002438	cefoperazone sodium	1
2875	alanine aminotransferase	MESH:D002443	ceftriaxone	1
2875	alanine aminotransferase	MESH:D002712	chloride	1
2875	alanine aminotransferase	MESH:D002738	chloroquine	1
2875	alanine aminotransferase	MESH:D002939	ciprofloxacin	1
2875	alanine aminotransferase	MESH:D007785	lactose	1
2875	alanine aminotransferase	MESH:D008795	metronidazole	1
2875	alanine aminotransferase	MESH:D010634	luminal	1
2875	alanine aminotransferase	MESH:D012964	sodium	1
2875	alanine aminotransferase	MESH:D013256	steroid	1
2875	alanine aminotransferase	MESH:D013725	TB	1
2875	alanine aminotransferase	MESH:D017984	Lovenox	1
2875	alanine aminotransferase	MESH:D019980	augmentin	1
2875	alanine aminotransferase	MESH:D045162	thiazolidinediones	1
2875	alanine aminotransferase	MESH:D064704	levofloxacin	1
28784	v5.6	MESH:D002712	chloride	1
28784	v5.6	MESH:D012964	sodium	1
28784	v5.6	MESH:D014867	water	1
28826	v11.1	MESH:D004492	EDTA	1
28826	v11.1	MESH:D006531	HEPES	1
28826	v11.1	MESH:D011136	Tween 20	1
28826	v11.1	MESH:D012965	NaCl	1
28869	A 14	MESH:D000077725	piperacillin/tazobactam	1
28869	A 14	MESH:D006886	hydroxychloroquine	1
28869	A 14	MESH:D017963	azithromycin	1
28869	A 14	MESH:D017984	enoxaparin	1
28873	beta6	MESH:C106144	N7	1
28873	beta6	MESH:D000073893	sugar	1
28873	beta6	MESH:D000225	adenine	1
28873	beta6	MESH:D000241	adenosine	1
28873	beta6	MESH:D006147	guanine	1
28873	beta6	MESH:D010710	phosphates	1
28873	beta6	MESH:D012694	Ser	1
28883	A-3	MESH:C007293	DAPI	1
28883	A-3	MESH:D005976	glutaraldehyde	1
28885	beta7	MESH:C030985	purine	1
28885	beta7	MESH:C106144	N7	1
28885	beta7	MESH:D000073893	sugar	1
28885	beta7	MESH:D000577	amide	1
28885	beta7	MESH:D006147	guanine	1
28885	beta7	MESH:D006859	hydrogen	1
28885	beta7	MESH:D010100	oxygen	1
28885	beta7	MESH:D012266	ribose	1
28891	L 2.3	MESH:D003404	Creatinine	1
28891	L 2.3	MESH:D014508	Urea	1
28898	A-4	MESH:C007293	DAPI	1
28898	a 4	MESH:C036137	Neu5Ac2en	1
28898	beta4	MESH:D002244	carbon	1
28898	A-4	MESH:D005976	glutaraldehyde	1
28898	A4	MESH:D008070	lipopolysaccharide	1
28898	A4	MESH:D012964	sodium	1
28898	a 4	MESH:D018698	Glu	1
28898	a 4	MESH:D019158	SA	1
28898	a 4	MESH:D019791	Guanidine	1
28899	beta9	MESH:D010710	phosphates	1
28899	beta9	MESH:D012694	Ser	1
28899	beta9	MESH:D014867	water	1
2890	AMPA1	MESH:D005947	Glucose	1
28905;3383	B1 and B2	MESH:D006152	cGMP	1
28905;3383	B1 and B2	MESH:D009569	nitric oxide	1
28906	A 26	MESH:D000082	tylenol	1
28906	A 26	MESH:D001507	beclomethasone	1
28906	A 26	MESH:D002443	ceftriaxone	1
28906	A 26	MESH:D005665	furosemide	1
28906	A 26	MESH:D006493	Heparin	1
28906	A 26	MESH:D006886	hydroxychloroquine	1
28906	A 26	MESH:D008775	methylprednisolone	1
28906	A 26	MESH:D011241	prednisone	1
28906	A 26	MESH:D017963	azithromycin	1
28906;170589;10312;28898;28884;28873	alpha2-6	MESH:D019158	SA	1
28906;170589;28873	"alpha2,6"	MESH:D002241	carbohydrate	1
28906;170589;28873	"alpha2,6"	MESH:D019158	SA	1
28910	beta16	MESH:D000255	ATP	1
28910	beta16	MESH:D001224	aspartates	1
28910	beta16	MESH:D003570	CTP	1
28910	beta16	MESH:D006160	GTP	1
28910	beta16	MESH:D014867	water	1
28912;3519;28299;28943;28942;28941	IGKV3-20	MESH:C041112	Fabs	1
28915	L 1.0	MESH:D003404	Creatinine	1
28915	L 1.0	MESH:D014508	Urea	1
28922	A2.1	MESH:C054122	GlutaMAX	1
28922	A2.1	MESH:D002245	CO2	1
28922	A2.1	MESH:D005973	glutamine	1
28922	a 21	MESH:D010100	oxygen	1
28922	A2.1	MESH:D014867	water	1
28923	"alpha2,3"	MESH:C012546	#NAME?	1
28923	"alpha2,3"	MESH:C101993	Gal	1
28923	"alpha2,3"	MESH:D000073893	sugars	1
28923	"alpha2,3"	MESH:D002241	carbohydrate	1
28923	"alpha2,3"	MESH:D002244	carbon	1
28923	"alpha2,3"	MESH:D005947	glucose	1
28923	"alpha2,3"	MESH:D006859	hydrogen	1
28923	"alpha2,3"	MESH:D012694	serine	1
28923;170589;10312	"alpha2,3"	MESH:D002241	carbohydrate	1
28926	A 29	MESH:D001205	vitamin C	1
28926	A 29	MESH:D006886	hydroxychloroquine	1
28926	A 29	MESH:D010100	oxygen	1
28934	beta15	MESH:D000255	ATP	1
28934	beta15	MESH:D001224	aspartates	1
28934	beta15	MESH:D003570	CTP	1
28934	beta15	MESH:D006160	GTP	1
28934	beta15	MESH:D014867	water	1
28941;3519	IGKV1-9	MESH:C041112	Fabs	1
28943	L 1.1	MESH:D009584	nitrogen	1
28948	IGKJ3	MESH:C041112	Fabs	1
28950	IGKJ1	MESH:C041112	Fabs	1
28998	L13a	MESH:D002104	CDS	1
28998	L13a	MESH:D011134	glycan	1
290	ANPEP	MESH:C004500	blasticidin	1
290	APN	MESH:C467440	O-acetyl-SA	1
290	CD13	MESH:D002784	cholesterol	1
290	CD13	MESH:D005677	GM1	1
290	CD13	MESH:D005732	ganglioside	1
290	hAPN	MESH:D007854	PBS	1
290	ANPEP	MESH:D009355	neomycin	1
290	APN	MESH:D011134	glycan	1
290	Aminopeptidase N	MESH:D012794	Sialic Acids	1
290	ANPEP	MESH:D019804	mesalazine	1
290549	heat shock protein	MESH:C528044	AUY922	1
2908	glucocorticoid receptor	MESH:C000606551	Remdesivir	1
2908	glucocorticoid receptor	MESH:C001277	geldanamycin	1
2908	GRL	MESH:C037815	Terconazole	1
2908	GRL	MESH:C085911	LY294002	1
2908	GRL	MESH:C100100	Chlorphenoxamine	1
2908	GRL	MESH:D000068877	Imatinib	1
2908	GRL	MESH:D000069439	Dasatinib	1
2908	GRL	MESH:D000077191	Wortmannin	1
2908	GRL	MESH:D000655	Amodiaquine	1
2908	glucocorticoid receptor	MESH:D000661	amphetamine	1
2908	glucocorticoid receptor	MESH:D000662	Amphetamines	1
2908	GRL	MESH:D001590	Benztropine	1
2908	glucocorticoid receptor	MESH:D002707	chlordiazepoxide	1
2908	GRL	MESH:D002997	Clomipramine	1
2908	glucocorticoid receptor	MESH:D006854	cortisol	1
2908	GRL	MESH:D008139	Loperamide	1
2908	glucocorticoid receptor	MESH:D008694	METH	1
2908	GRL	MESH:D009173	Mycophenolic acid	1
2908	glucocorticoid receptor	MESH:D012701	serotonin	1
2908	GRL	MESH:D013629	Tamoxifen	1
2908	GRL	MESH:D016572	Cyclosporin A	1
2908	GRL	MESH:D016589	Astemizole	1
2908	glucocorticoid receptor	MESH:D018817	MDMA	1
2908	GRL	MESH:D020123	Sirolimus	1
2908	glucocorticoid receptor	MESH:D061466	lopinavir	1
29094	galectin-like	MESH:D002241	Carbohydrate	1
29094	galectin-like	MESH:D019158	sialic acid	1
29107	NXT	MESH:C046557	Cys-Cys	1
29107	NXT	MESH:D001216	Asparagine	1
29107	NXT	MESH:D003545	Cys	1
29107	NXT	MESH:D004220	disulfide	1
29107	NXT	MESH:D011392	proline	1
29107	NXT	MESH:D012694	serine	1
29107	NXT	MESH:D013912	threonine	1
29107	NXT	MESH:D014867	water	1
29108	ASC	MESH:C000604908	acalabrutinib	1
29108	ASC	MESH:C040015	Myricetin	1
29108	ASC	MESH:D000069476	linagliptin	1
29108	as c	MESH:D002945	cisplatin	1
29108	as c	MESH:D003474	curcumin	1
29108	as c	MESH:D005047	etoposide	1
29108	ASC	MESH:D017382	reactive oxygen species	1
29110	NAK	MESH:D000069347	erlotinib	1
29110	NAK	MESH:D000077210	sunitinib	1
29110	TANK-binding kinase 1	MESH:D008094	Lithium	1
29110	TBK1	MESH:D012694	serine	1
29110	TBK1	MESH:D014807	Vitamin D	1
29126	PDL1	MESH:C000613469	Tafasitamab	1
29126	PD-L1	MESH:C080625	taxane	1
29126	PD-L1	MESH:C502936	tocilizumab	1
29126	PD-L1	MESH:C558660	cabozantinib	1
29126	PD-L1	MESH:D000069448	denosumab	1
29126	PD-L1	MESH:D000077211	zoledronic acid	1
29126	PD-L1	MESH:D002738	Chloroquine	1
29126	PD-L1	MESH:D006886	hydroxychloroquine	1
2919	CXCL-1	MESH:C040527	lipoxin A4	1
2919	CXCL1	MESH:D008055	lipid	1
2919	CXCL1	MESH:D011464	prostacyclin	1
2920	CXCL2	MESH:C012616	H3	1
2920	CXCL2	MESH:D003903	H2	1
29260	TLR4	MESH:C004999	Ferulic Acid	1
29260	TLR4	MESH:C009172	Salidroside	1
29260	TLR4	MESH:C017674	Procyanidin	1
29260	TLR4	MESH:C040048	Caffeic acid	1
29260	TLR4	MESH:C041376	Rosmarinic acid	1
29260	TLR4	MESH:C045651	Epigallocatechin Gallate	1
29260	TLR4	MESH:C102326	Cucurbitacin E	1
29260	TLR4	MESH:C458139	Scolymoside	1
29260	TLR4	MESH:C503840	Dieckol	1
29260	TLR-4	MESH:D000069059	Atorvastatin	1
29260	TLR4	MESH:D000077185	Resveratrol	1
29260	TLR4	MESH:D002117	Calcitriol	1
29260	TLR4	MESH:D002726	Chlorogenic acid	1
29260	TLR4	MESH:D006034	Glycyrrhetinic acid	1
29260	TLR4	MESH:D011134	polysaccharide	1
29260	TLR4	MESH:D011794	Quercetin	1
29260	TLR4	MESH:D012694	serine	1
29260	TLR4	MESH:D015232	PGE2	1
2931	GSK-3beta	MESH:C038377	lithium succinate	1
2931	GSK-3beta	MESH:D006886	hydroxychloroquine	1
2931	GSK3beta	MESH:D012176	retinoid	1
2932	glycogen synthase kinase-3 beta	MESH:C038377	lithium succinate	1
2932	glycogen synthase kinase-3beta	MESH:C045651	epigallocatechin-3-gallate	1
2932	glycogen synthase kinase-3-beta	MESH:D006886	hydroxychloroquine	1
2932	glycogen synthase kinase-3beta	MESH:D016627	6-hydroxydopamine	1
2932	glycogen synthase kinase-3beta	MESH:D018021	lithium chloride	1
2936	glutathione reductase	MESH:C004999	ferulic acid	1
2936	glutathione reductase	MESH:C016766	sulforaphane	1
2936	glutathione reductase	MESH:D000111	N-acetylcysteine	1
2936	glutathione reductase	MESH:D005609	free radicals	1
2936	glutathione reductase	MESH:D005998	Glycine	1
2936	glutathione reductase	MESH:D006861	hydrogen peroxide	1
2936	glutathione reductase	MESH:D008054	lipid peroxides	1
2936	GR	MESH:D008055	lipid	1
2936	glutathione reductase	MESH:D008063	lipoic acid	1
2936	GR	MESH:D008628	mercury	1
2936	GR	MESH:D008670	metal	1
2936	glutathione reductase	MESH:D009569	nitric oxide	1
2936	glutathione reductase	MESH:D013481	superoxide	1
2936	glutathione reductase	MESH:D013739	testosterone	1
2936	GR	MESH:D026422	S-nitrosoglutathione	1
2937	GS	MESH:D003545	cysteines	1
2937	GS	MESH:D005978	glutathione	1
2937	GS	MESH:D008055	lipid	1
2937	GS	MESH:D008628	mercury	1
2937	GS	MESH:D008670	metal	1
2937	GS	MESH:D026422	S-nitrosoglutathione	1
29397	eotaxin	MESH:C097949	"1, 25-dihydroxy vitamin D"	1
29397	eotaxin	MESH:D003907	dexamethasone	1
29397	eotaxin	MESH:D005978	glutathione	1
29397	eotaxin	MESH:D013256	steroid	1
2952523	UL42	MESH:D007559	ivermectin	1
29560	HIF-1alpha	MESH:C049347	Fasudil	1
29560	HIF-1alpha	MESH:D000077340	fluvastatin	1
29560	HIF-1alpha	MESH:D002117	Calcitriol	1
29560	HIF-1alpha	MESH:D012492	salt	1
29560	HIF-1alpha	MESH:D013311	STZ	1
29560	HIF-1alpha	MESH:D017257	Ramipril	1
29650	ADAM10	MESH:D002122	CaCl2	1
29716	RBD	MESH:C028204	Ad41	1
29716	RBD	MESH:C063004	Ad5	1
29716	RBD	MESH:D007854	PBS	1
29725	bat	MESH:D014867	water	1
2973	GTS	MESH:D012701	serotonin	1
29731	KV3	MESH:C000606551	RDV	1
2987	guanylate kinase	MESH:D003597	cytosine nucleotides	1
2987	guanylate kinase	MESH:D006150	guanine nucleotides	1
2987	guanylate kinase	MESH:D011687	purines	1
2987	guanylate kinase	MESH:D011743	pyrimidines	1
2993	CD235a	MESH:D010232	paraffin	1
2994	GPB	MESH:C437084	PBSA	1
29943	PDI	MESH:D000438	alcohol	1
29943	PDI	MESH:D009841	oligonucleotide	1
29943	PDI	MESH:D014867	water	1
2995	GPC	MESH:C475461	Man9GlcNAc2	1
2995	GPC	MESH:D008358	mannose	1
29968	NLS2	MESH:D011392	proline	1
29968	NLS2	MESH:D013912	threonine	1
30009	TBET	MESH:D007854	PBS	1
3002	granzyme B	MESH:C417520	SB415286	1
3002	granzyme B	MESH:D012694	serine	1
3004	Met-1	MESH:C471213	His6	1
3004	Met-1	MESH:D000409	Ala	1
3004	Met1	MESH:D002244	carbon	1
3004	Met1	MESH:D004220	disulfide	1
3004	Met-1	MESH:D005998	Gly	1
3004	Met1	MESH:D006859	hydrogen	1
3005	H10	MESH:D012825	SI	1
30052	Pen	MESH:C420642	alphaMEM	1
30052	Pen	MESH:C569686	Alexa647	1
30052	Pen	MESH:D001710	biotin	1
30052	Pen	MESH:D008623	2-mercaptoethanol	1
30061	FPN1	MESH:D002738	CQ	1
30061	FPN1	MESH:D006493	heparin	1
30061	FPN1	MESH:D006886	HCQ	1
3009	h-1	MESH:D001279	atracurium	1
3009	h-1	MESH:D008874	midazolam	1
301	AnxA1	MESH:D000241	adenosine	1
301	AnxA1	MESH:D001241	aspirin	1
301	annexin-1	MESH:D004958	estradiol	1
301059	MYD88	MESH:D000069059	Atorvastatin	1
301289	Interleukin-17A	MESH:C024555	ferric chloride	1
301289	IL-17	MESH:D000244	ADP	1
301289	IL-17	MESH:D000255	ATP	1
301289	IL-17	MESH:D005609	free radicals	1
301289	IL-17	MESH:D005978	GSH	1
301289	IL-17	MESH:D006820	hyaluronic acid	1
301289	IL-17	MESH:D006861	H2O2	1
301289	IL-17	MESH:D013438	thiol	1
301289	IL-17	MESH:D017382	ROS	1
302668	ACE2	MESH:C000606551	remdesivir	1
302668	ACE2	MESH:C034532	camostat mesilate	1
302668	ACE2	MESH:C081643	candesartan	1
302668	ACE2	MESH:D000068900	sitagliptin	1
302668	ACE2	MESH:D000077405	irbesartan	1
302668	ACE2	MESH:D001216	Asparagine	1
302668	ACE2	MESH:D002241	carbohydrate	1
302668	rACE2	MESH:D003401	creatine	1
302668	ACE2	MESH:D004133	diminazene	1
302668	ACE2	MESH:D006639	Histidine	1
302668	ACE2	MESH:D006886	hydroxychloroquine	1
302668	ACE2	MESH:D008055	lipids	1
302668	ACE2	MESH:D009584	N	1
302668	ACE2	MESH:D010455	peptides	1
302668	ACE2	MESH:D010634	luminal	1
302668	ACE2	MESH:D010649	Phenylalanine	1
302668	ACE2	MESH:D011374	progesterone	1
302668	ACE2	MESH:D012694	Serine	1
302668	ACE2	MESH:D013395	sucrose	1
302668	ACE2	MESH:D013481	superoxides	1
302668	angiotensin-converting enzyme 2	MESH:D014212	all-trans retinoic acid	1
302668	ACE2	MESH:D014867	water	1
302668	ACE2	MESH:D017963	azithromycin	1
302668	ACE2	MESH:D045162	thiazolidinediones	1
302668	ACE2	MESH:D061466	lopinavir	1
303413	myeloperoxidase	MESH:C061659	sebacoyl chloride	1
303413	MPO	MESH:D000244	ADP	1
303413	myeloperoxidase	MESH:D000983	phenazone	1
303413	myeloperoxidase	MESH:D001262	atenolol	1
303413	myeloperoxidase	MESH:D002351	carrageenan	1
303413	myeloperoxidase	MESH:D004206	disopyramide	1
303413	MPO	MESH:D005609	free radicals	1
303413	MPO	MESH:D006820	hyaluronic acid	1
303413	MPO	MESH:D006861	H2O2	1
303413	myeloperoxidase	MESH:D008550	Melatonin	1
303413	myeloperoxidase	MESH:D010100	oxygen	1
